,Rank,Country,Region,Documents,Citable documents,Citations,Self-citations,Citations per document,H index
40,41,Thailand,Asiatic Region,32,32,389,0,12.16,62
41,42,Slovakia,Eastern Europe,32,32,807,0,25.22,61
42,43,Norway,Western Europe,30,30,684,0,22.8,80
43,44,Algeria,Africa,27,27,459,0,17.0,64
44,45,South Africa,Africa,27,27,687,0,25.44,69
45,46,United Arab Emirates,Middle East,20,20,290,0,14.5,62
46,47,Argentina,Latin America,17,17,158,0,9.29,50
47,48,Chile,Latin America,17,17,491,0,28.88,69
48,49,Saudi Arabia,Middle East,16,16,379,0,23.69,116
49,50,Jordan,Middle East,14,14,169,0,12.07,67
50,51,Tunisia,Africa,13,13,129,0,9.92,52
51,52,Bulgaria,Eastern Europe,12,12,139,0,11.58,39
52,53,Lithuania,Eastern Europe,12,12,112,0,9.33,42
53,54,Belarus,Eastern Europe,11,11,111,0,10.09,21
54,55,Serbia,Eastern Europe,11,11,273,0,24.82,60
55,56,Morocco,Africa,10,10,71,0,7.1,45
56,57,Cyprus,Western Europe,9,9,209,0,23.22,39
57,58,Croatia,Eastern Europe,8,8,109,0,13.63,50
58,59,Venezuela,Latin America,8,8,80,0,10.0,33
59,60,Pakistan,Asiatic Region,7,7,366,0,52.29,83
60,61,Colombia,Latin America,7,7,20,0,2.86,50
61,62,Estonia,Eastern Europe,7,7,52,0,7.43,29
62,63,Cuba,Latin America,5,5,39,0,7.8,36
63,64,Macao,Asiatic Region,5,5,250,0,50.0,78
64,65,Latvia,Eastern Europe,4,4,17,0,4.25,18
65,66,Puerto Rico,Latin America,3,3,43,0,14.33,14
66,67,Kuwait,Middle East,3,3,220,0,73.33,40
67,68,Nigeria,Africa,3,3,7,0,2.33,34
68,69,Trinidad and Tobago,Latin America,3,3,108,0,36.0,12
69,70,Oman,Middle East,3,3,435,0,145.0,30
70,71,Philippines,Asiatic Region,3,3,108,0,36.0,31
71,72,Luxembourg,Western Europe,3,3,44,0,14.67,45
72,73,Iceland,Western Europe,3,2,97,0,32.33,36
73,74,Cameroon,Africa,2,2,54,0,27.0,17
74,75,Moldova,Eastern Europe,2,2,1,0,0.5,7
75,76,Indonesia,Asiatic Region,2,2,11,0,5.5,45
76,77,Sri Lanka,Asiatic Region,2,2,20,0,10.0,27
77,78,Sudan,Africa,2,2,7,0,3.5,14
78,79,Georgia,Eastern Europe,2,2,41,0,20.5,20
79,80,Palestine,Middle East,2,2,16,0,8.0,38
80,81,Armenia,Eastern Europe,1,1,11,0,11.0,9
81,82,Kazakhstan,Asiatic Region,1,1,1,0,1.0,23
82,83,Lebanon,Middle East,1,1,45,0,45.0,39
83,84,Liechtenstein,Western Europe,1,1,9,0,9.0,10
84,85,Libya,Africa,1,1,0,0,0.0,15
85,86,Montenegro,Eastern Europe,1,1,10,0,10.0,11
86,87,Mozambique,Africa,1,1,0,0,0.0,2
87,88,Fiji,Pacific Region,1,1,28,0,28.0,21
88,89,Ecuador,Latin America,1,1,2,0,2.0,30
89,90,Rwanda,Africa,1,1,25,0,25.0,11
90,91,Bahrain,Middle East,1,1,0,0,0.0,20
91,92,Senegal,Africa,1,1,0,0,0.0,10
92,93,Barbados,Latin America,1,1,9,0,9.0,4
93,94,Bosnia and Herzegovina,Eastern Europe,1,1,11,0,11.0,23
94,95,Azerbaijan,Eastern Europe,1,1,0,0,0.0,30
95,96,Uruguay,Latin America,1,1,0,0,0.0,20
96,97,Uzbekistan,Asiatic Region,1,1,0,0,0.0,12
97,98,Viet Nam,Asiatic Region,1,1,12,0,12.0,67
